text,is_toxic
your opinion are a complete idiot. This is why nobody takes you seriously. honestly.,1
"lol your opinion are embarrassing yourself, go touch grass",1
I can't believe this account are too stupid to understand basic facts. Absolute clown behavior.,1
the weather today was clearly a lot of work and it paid off! Following for more updates.,0
"I think your workout routine looks amazing, well done.",0
"Not gonna lie, your project is exactly what I needed.",0
"Honestly your project turned out really well, great job!",0
You're garbage and your whole family knows it too.,1
"Not gonna lie, your project was really helpful, thanks for sharing.",0
"Honestly your project was clearly a lot of work and it paid off, great job!",0
I can't believe your take on this should be ashamed. Absolute clown behavior.,1
You should feel humiliated posting something this stupid.,1
"This is the dumbest, most pathetic thing I have ever read.",1
this song was a lot of fun to watch — can't wait to see more.,0
this book is super underrated! Following for more updates.,0
"get out of here with this garbage, this whole thread are a loser",1
why do this whole thread always act so entitled? so annoying,1
Can someone recommend a good beginner camera?,0
"Just finished my first 5k run, feeling great!",0
You're so stupid it actually hurts to read your posts.,1
"this post make no sense and never will. You're not fooling anyone, quit trying.",1
the new update was clearly a lot of work and it paid off! Following for more updates.,0
"this documentary was really helpful, thanks for sharing. Thanks for taking the time to share.",0
"You're a coward and a fraud, everyone sees through you.",1
Loved how your presentation is one of my new favorites.,0
Loved how this song is exactly what I needed.,0
this article is super underrated. Really appreciate you posting this!,0
this tutorial deserves way more attention. Really appreciate you posting this! ,0
this post make me sick. Nobody asked for your input anyway.,1
your opinion disgust me. Nobody asked for your input anyway.,1
"lol this video are absolutely clueless, go touch grass",1
You're a disgusting human and everyone should block you. honestly.,1
"My cat knocked over my coffee again, classic Monday.",0
"You disgust me, get off this platform forever.",1
honestly your take are an actual moron and it's not even close,1
you are so pathetic!!! delete your account already ,1
"I think the game last night was really helpful, thanks for sharing, well done.",0
You're garbage and your whole family knows it too. ,1
"Not gonna lie, your presentation made my day so much better.",0
"Not gonna lie, your workout routine was clearly a lot of work and it paid off.",0
honestly this post disgust me and it's not even close,1
your photo was such a great read. Would love to see a follow-up.,0
your presentation is super underrated — can't wait to see more. for real.,0
OP are embarrassing yourself. Nobody asked for your input anyway.,1
the weather today made my day so much better. Really appreciate you posting this!,0
"I think the new update was such a great read, well done.!",0
I can't believe your take on this are a disgrace. Absolute clown behavior.,1
honestly OP are worthless garbage and it's not even close,1
your garden really impressed me! Following for more updates.,0
why do your opinion always act this dumb? so annoying,1
"no one cares what your opinion thinks, your opinion make no sense and never will",1
"Shut up, your content are delusional and everyone can see it.",1
"This is the dumbest, most pathetic thing I have ever read. ",1
Loved how this article is one of my new favorites.,0
Does this update fix the login bug from last week?,0
Just wanted to say your garden looks amazing.,0
"get out of here with this garbage, your take on this are delusional ",1
"Not gonna lie, this book really nailed the details.",0
"no one cares what your opinion thinks, your opinion are a waste of space",1
"Shut up, you are worthless garbage and everyone can see it.",1
this book is exactly what I needed! Following for more updates.,0
your workout routine was surprisingly good — can't wait to see more.,0
"Wow, your take are embarrassing yourself. Get lost.",1
your logic are a waste of space. This is why nobody takes you seriously.,1
I can't believe this whole thread should be ashamed. Absolute clown behavior.,1
"Honestly your presentation really nailed the details, great job!",0
"your logic make me sick, just stop talking already",1
this article are absolutely clueless!!! delete your account already,1
"your opinion are trash and always have been. You're not fooling anyone, quit trying.",1
your workout routine looks amazing — can't wait to see more.,0
this book was a lot of fun to watch. Thanks for taking the time to share.,0
"Wow, your opinion should be ashamed. Get lost.",1
"Honestly this tutorial made my day so much better, great job! honestly.",0
the new update really impressed me. Really appreciate you posting this!,0
"get out of here with this garbage, this comment disgust me honestly.",1
Loved how your garden is super underrated.,0
"lol this video are pathetic and everyone knows it, go touch grass",1
"get out of here with this garbage, your argument disgust me",1
this post are a disgrace. Do everyone a favor and stop posting.!,1
I can't believe this article need to shut up. Absolute clown behavior.,1
"Everyone in this thread thinks you're a worthless idiot, just admit it.",1
the game last night was such a great read — can't wait to see more.,0
the weather today looks amazing. Really appreciate you posting this!,0
"I think this book was a lot of fun to watch, well done.",0
I can't believe your logic are delusional. Absolute clown behavior.!,1
your opinion need to shut up. Do everyone a favor and stop posting.,1
this whole thread are too stupid to understand basic facts. Do everyone a favor and stop posting.,1
this comment are pathetic and everyone knows it. Do everyone a favor and stop posting.,1
your opinion are an actual moron. I hope you see this and feel bad.,1
"Not gonna lie, the new update made my day so much better.",0
I can't believe your content are trash and always have been. Absolute clown behavior.,1
why do OP always have to ruin everything? so annoying,1
"this article are so pathetic. You're not fooling anyone, quit trying.",1
Just wanted to say this tutorial made my day so much better.,0
your presentation really nailed the details. Thanks for taking the time to share. ,0
Loved how the weather today deserves way more attention.,0
"Congrats on the new job, well deserved! for real.",0
your take on this make no sense and never will. Do everyone a favor and stop posting.,1
your project is one of my new favorites. Really appreciate you posting this!,0
"the weather today was really helpful, thanks for sharing. Thanks for taking the time to share.",0
The sunset over the lake tonight was unbelievable.,0
"Wow, this article are a disgrace. Get lost.",1
Loved how this article is one of my new favorites. honestly.,0
"Stop existing, seriously, nobody wants you here.",1
your take on this are delusional!!! delete your account already,1
"this video are too stupid to understand basic facts. You're not fooling anyone, quit trying. honestly.",1
"Wow, your take on this are so pathetic. Get lost.",1
your argument need to shut up. Do everyone a favor and stop posting.,1
the new update is exactly what I needed. Would love to see a follow-up.,0
"lol you are an actual moron, go touch grass!",1
Loved how your photo turned out really well.,0
"get out of here with this garbage, your content make me sick",1
"Wow, this article are a disgrace. Get lost. for real.",1
"your logic are trash and always have been, just stop talking already",1
your take disgust me. Do everyone a favor and stop posting.,1
"Just adopted a rescue dog, he's the sweetest boy.",0
"this post are a loser, just stop talking already",1
this article looks amazing. Thanks for taking the time to share. for real.,0
your opinion are too stupid to understand basic facts. Nobody asked for your input anyway.!,1
"no one cares what this article thinks, this article are a disgrace",1
"Honestly this tutorial made my day so much better, great job!",0
the game last night made me smile! Following for more updates.,0
this comment are too stupid to understand basic facts. Nobody asked for your input anyway.,1
this recipe really impressed me. Would love to see a follow-up.,0
this documentary made my day so much better. Really appreciate you posting this!,0
"Shut up, this comment are pathetic and everyone knows it and everyone can see it.",1
you make no sense and never will. I hope you see this and feel bad.,1
your content are a joke. Do everyone a favor and stop posting. ,1
I can't believe your opinion are so pathetic. Absolute clown behavior.,1
Loved how your workout routine really impressed me.,0
I can't believe your take need to shut up. Absolute clown behavior.,1
this article was a lot of fun to watch. Thanks for taking the time to share. ,0
"Honestly the weather today was a lot of fun to watch, great job!",0
"Excited to start this new chapter, thanks for all the support.",0
I can't believe your opinion should be ashamed. Absolute clown behavior.,1
Loved how this recipe deserves way more attention.,0
your project is super underrated — can't wait to see more.,0
honestly your opinion are worthless garbage and it's not even close,1
Just wanted to say your presentation looks amazing. for real.,0
"Shut up, your opinion make me sick and everyone can see it.",1
"Not gonna lie, this documentary made me smile.",0
"this whole thread are embarrassing yourself, just stop talking already",1
"your content are so pathetic, just stop talking already",1
"Honestly this book was a lot of fun to watch, great job!",0
"no one cares what this video thinks, this video should be ashamed",1
"This account is run by a certified moron, case closed. honestly.",1
this documentary made my day so much better. Really appreciate you posting this! ,0
why do this account always have to ruin everything? so annoying!,1
this book was surprisingly good. Thanks for taking the time to share.,0
Loved how the new update was surprisingly good.,0
your opinion are pathetic and everyone knows it!!! delete your account already,1
your workout routine looks amazing! Following for more updates.,0
You're a disgusting human and everyone should block you.,1
Just wanted to say the new update is exactly what I needed.,0
you should be ashamed. Nobody asked for your input anyway.,1
"I think the game last night made my day so much better, well done.",0
this song is one of my new favorites. Really appreciate you posting this!,0
"no one cares what your take on this thinks, your take on this are absolutely clueless!",1
"Wow, you make me sick. Get lost. honestly.",1
your workout routine was a lot of fun to watch. Thanks for taking the time to share.,0
why do this account always have to ruin everything? so annoying,1
Loved how your photo was surprisingly good.,0
the new coffee shop made me smile. Would love to see a follow-up.,0
this article really nailed the details! Following for more updates.,0
this article looks amazing. Thanks for taking the time to share.,0
Loved how this book really nailed the details. for real.,0
Just wanted to say your presentation looks amazing.,0
"this post disgust me. You're not fooling anyone, quit trying.",1
your workout routine made my day so much better. Would love to see a follow-up.,0
this post are a disgrace. Do everyone a favor and stop posting.,1
Loved how this documentary was such a great read.,0
why do your take always act so entitled? so annoying,1
this book is super underrated. Really appreciate you posting this!,0
"Honestly your photo is super underrated, great job!",0
Just wanted to say this song made my day so much better. ,0
I can't believe your logic are delusional. Absolute clown behavior.,1
you are a loser. This is why nobody takes you seriously. ,1
this article was such a great read — can't wait to see more.,0
your garden is super underrated! Following for more updates.,0
"get out of here with this garbage, your argument are embarrassing yourself",1
your argument are pathetic and everyone knows it!!! delete your account already,1
why do this article always talk like this? so annoying for real.,1
"Not gonna lie, this tutorial made my day so much better.",0
"this tutorial was really helpful, thanks for sharing. Thanks for taking the time to share.",0
this recipe is exactly what I needed! Following for more updates.,0
Loved how your project was surprisingly good.!,0
"lol your take make me sick, go touch grass for real.",1
your garden deserves way more attention. Thanks for taking the time to share.,0
your opinion are absolutely clueless. Do everyone a favor and stop posting.,1
Loved how this tutorial made my day so much better.,0
your opinion are an actual moron. I hope you see this and feel bad.!,1
"your content are trash and always have been, just stop talking already",1
your presentation really nailed the details — can't wait to see more.,0
this article are so pathetic. Do everyone a favor and stop posting.,1
the new update was surprisingly good — can't wait to see more. ,0
the new update really impressed me. Would love to see a follow-up.,0
your take are worthless garbage. Nobody asked for your input anyway.,1
"no one cares what your take on this thinks, your take on this are pathetic and everyone knows it",1
your presentation turned out really well — can't wait to see more.,0
the new coffee shop really impressed me. Would love to see a follow-up.,0
the weather today deserves way more attention! Following for more updates.,0
your content need to shut up. Nobody asked for your input anyway.,1
"Loved how your photo was really helpful, thanks for sharing.",0
"I think your project really nailed the details, well done.",0
"I think the new coffee shop made my day so much better, well done. for real.",0
Just wanted to say this article was surprisingly good.,0
"I think the new update is exactly what I needed, well done.",0
"I bet you're just as ugly as your opinions, pathetic.",1
this tutorial is one of my new favorites. Really appreciate you posting this!,0
I can't believe your logic make no sense and never will. Absolute clown behavior.,1
"This community has been so welcoming, glad I joined.",0
"Wow, this video are absolutely clueless. Get lost.",1
"Not gonna lie, this book was surprisingly good.",0
"I think your photo is one of my new favorites, well done.",0
why do this post always act so entitled? so annoying,1
this article looks amazing. Would love to see a follow-up.,0
your workout routine looks amazing. Thanks for taking the time to share.,0
your presentation is super underrated — can't wait to see more.,0
your workout routine looks amazing — can't wait to see more.!,0
your presentation really nailed the details. Thanks for taking the time to share.,0
You are a pathetic excuse for a human being and everyone hates you. honestly.,1
"Wow, your logic are absolutely clueless. Get lost.",1
Loved how your presentation really impressed me.,0
this article are so pathetic. This is why nobody takes you seriously.,1
your argument should be ashamed. Nobody asked for your input anyway.,1
this video are trash and always have been. Nobody asked for your input anyway.,1
this article made my day so much better. Really appreciate you posting this!,0
your take are a joke. Do everyone a favor and stop posting.,1
"Wow, your take on this should be ashamed. Get lost.",1
honestly OP are worthless garbage and it's not even close honestly.,1
I can't believe your logic are embarrassing yourself. Absolute clown behavior.,1
"lol you are a disgrace, go touch grass",1
"Honestly the new update made me smile, great job!",0
"Wow, you make me sick. Get lost.",1
this video are a complete idiot. This is why nobody takes you seriously.,1
I can't believe your argument are a complete idiot. Absolute clown behavior.,1
"get out of here with this garbage, your logic disgust me",1
your presentation looks amazing! Following for more updates.,0
this article are a waste of space. Nobody asked for your input anyway.,1
"this post should be ashamed, just stop talking already",1
"I hope something bad happens to you, you absolute waste of oxygen.",1
"I think the weather today is one of my new favorites, well done.",0
"get out of here with this garbage, your argument are a complete idiot",1
your opinion are too stupid to understand basic facts. Nobody asked for your input anyway.,1
"Honestly this documentary was a lot of fun to watch, great job!",0
"lol this account are trash and always have been, go touch grass",1
"Not gonna lie, this article is one of my new favorites.",0
your photo really impressed me — can't wait to see more.,0
why do this article always talk like this? so annoying,1
"Not gonna lie, this song really impressed me.",0
"lol your take make me sick, go touch grass",1
"Not gonna lie, your workout routine is one of my new favorites.",0
why do this whole thread always have to ruin everything? so annoying,1
"get out of here with this garbage, this post are a disgrace",1
"get out of here with this garbage, your content should be ashamed",1
"Not gonna lie, the new coffee shop really nailed the details.",0
"you are a waste of space. You're not fooling anyone, quit trying.",1
Loved how this song is exactly what I needed. honestly.,0
Loved how this recipe made me smile.,0
"your take are trash and always have been, just stop talking already",1
OP need to shut up!!! delete your account already,1
Loved how your photo was clearly a lot of work and it paid off.,0
this article looks amazing. Would love to see a follow-up. for real.,0
Loved how this documentary is one of my new favorites.,0
your presentation really nailed the details! Following for more updates.,0
Sharing my notes from today's lecture in case it helps.,0
"Kill yourself, nobody would even notice.",1
the new update was surprisingly good. Thanks for taking the time to share.,0
your content are a disgrace!!! delete your account already,1
Loved how your garden is exactly what I needed.,0
"get out of here with this garbage, this comment are a complete idiot",1
you are so pathetic!!! delete your account already,1
"no one cares what your content thinks, your content are a joke",1
Loved how your presentation looks amazing.,0
"Wow, this account are the dumbest thing I've read all week. Get lost.",1
"this post are pathetic and everyone knows it. You're not fooling anyone, quit trying.",1
"Shut up, this whole thread are trash and always have been and everyone can see it. for real.",1
I can't believe this article need to shut up. Absolute clown behavior. ,1
this post are pathetic and everyone knows it. Do everyone a favor and stop posting. honestly.,1
I can't believe this video are a disgrace. Absolute clown behavior.,1
Just wanted to say your presentation was such a great read.,0
your photo made my day so much better. Really appreciate you posting this!,0
your argument are absolutely clueless. Nobody asked for your input anyway.,1
your content are a joke!!! delete your account already,1
"Nobody likes you, stop pretending otherwise, you clown.",1
I can't believe your take on this are a disgrace. Absolute clown behavior. for real.,1
I can't believe this account are absolutely clueless. Absolute clown behavior. for real.,1
your argument are a complete idiot. This is why nobody takes you seriously.,1
your garden looks amazing — can't wait to see more.,0
the weather today was a lot of fun to watch — can't wait to see more.,0
the new coffee shop is one of my new favorites. Thanks for taking the time to share.,0
honestly this post are worthless garbage and it's not even close,1
honestly this video need to shut up and it's not even close,1
I can't believe this account are absolutely clueless. Absolute clown behavior.,1
"Not gonna lie, your workout routine really impressed me.",0
You're so stupid it actually hurts to read your posts. for real.,1
"get out of here with this garbage, your argument disgust me!",1
"this comment are so pathetic. You're not fooling anyone, quit trying.",1
"you are a joke, just stop talking already",1
this recipe was surprisingly good. Thanks for taking the time to share.,0
"This account is run by a certified moron, case closed.",1
"Not gonna lie, the new coffee shop is super underrated.",0
Loved how your project made me smile.,0
this tutorial deserves way more attention. Really appreciate you posting this!,0
Loved how your photo is super underrated.,0
"your project was really helpful, thanks for sharing — can't wait to see more.",0
your opinion are absolutely clueless. This is why nobody takes you seriously.,1
"your photo was really helpful, thanks for sharing — can't wait to see more.",0
"Honestly your workout routine was clearly a lot of work and it paid off, great job!",0
I can't believe this post are pathetic and everyone knows it. Absolute clown behavior.,1
"This account is run by a certified moron, case closed.!",1
"I think your garden turned out really well, well done. ",0
your content are trash and always have been. Nobody asked for your input anyway.,1
"no one cares what your argument thinks, your argument disgust me",1
"Honestly the new update looks amazing, great job!",0
"Wow, your logic are a joke. Get lost.",1
The panel discussion today was genuinely insightful.,0
the game last night looks amazing. Would love to see a follow-up.,0
your content are a joke. Do everyone a favor and stop posting.,1
"I think your garden looks amazing, well done.",0
"Honestly your garden really nailed the details, great job!",0
your project was surprisingly good. Would love to see a follow-up.,0
this article was a lot of fun to watch. Thanks for taking the time to share.,0
why do your content always post this nonsense? so annoying,1
You should feel humiliated posting something this stupid. honestly.,1
"your argument are so pathetic, just stop talking already",1
"your take on this are trash and always have been. You're not fooling anyone, quit trying.",1
I can't believe your argument are a loser. Absolute clown behavior.,1
Sharing some photos from our trip last weekend!,0
you make no sense and never will. I hope you see this and feel bad.!,1
"no one cares what your take on this thinks, your take on this are too stupid to understand basic facts!",1
this documentary was a lot of fun to watch. Really appreciate you posting this!,0
Loved how your photo really impressed me. for real.,0
"Honestly this book really impressed me, great job!",0
Just wanted to say the new update looks amazing.,0
"Honestly the weather today made my day so much better, great job!",0
"Thanks everyone for the birthday wishes, means a lot!",0
you are trash and always have been. This is why nobody takes you seriously.,1
why do your content always act this dumb? so annoying,1
"Honestly your workout routine turned out really well, great job!",0
"no one cares what OP thinks, OP are the dumbest thing I've read all week",1
why do your take always act so entitled? so annoying!,1
the weather today is exactly what I needed! Following for more updates.,0
I can't believe this post are a waste of space. Absolute clown behavior.,1
Loved how this book was such a great read.,0
your logic are so pathetic. I hope you see this and feel bad.,1
"Not gonna lie, your garden was clearly a lot of work and it paid off.",0
your opinion make me sick. This is why nobody takes you seriously.,1
Loved how this book really nailed the details.,0
Loved how your photo really impressed me.,0
your take on this are an actual moron!!! delete your account already,1
I can't believe OP make me sick. Absolute clown behavior.,1
I can't believe this comment are a loser. Absolute clown behavior.,1
your logic are so pathetic. This is why nobody takes you seriously.,1
"this video are too stupid to understand basic facts, just stop talking already",1
this documentary is super underrated. Thanks for taking the time to share.,0
"get out of here with this garbage, you are pathetic and everyone knows it",1
"Trying out a new coding project this weekend, wish me luck.",0
Anyone else excited for the new season to drop? ,0
this article turned out really well — can't wait to see more.,0
why do your logic always act this dumb? so annoying,1
"lol OP disgust me, go touch grass",1
Loved how your garden really nailed the details.,0
Loved how your project made my day so much better.,0
your logic are a waste of space. This is why nobody takes you seriously. honestly.,1
Really grateful for all the support this year. ,0
why do your opinion always think they matter? so annoying,1
I can't believe this whole thread are a waste of space. Absolute clown behavior.,1
"Not gonna lie, your project made me smile.",0
this song deserves way more attention. Thanks for taking the time to share.,0
your project made me smile. Really appreciate you posting this!,0
"this account are trash and always have been, just stop talking already",1
"no one cares what your take on this thinks, your take on this are too stupid to understand basic facts",1
"I think this recipe was surprisingly good, well done.",0
"no one cares what your argument thinks, your argument are pathetic and everyone knows it",1
honestly your argument are a loser and it's not even close,1
You're so stupid it actually hurts to read your posts. ,1
your opinion are a joke. I hope you see this and feel bad.,1
the new update is exactly what I needed. Would love to see a follow-up. ,0
"Not gonna lie, this book looks amazing.",0
this documentary is exactly what I needed. Would love to see a follow-up.,0
your opinion are a complete idiot. This is why nobody takes you seriously.,1
I can't believe your take are a joke. Absolute clown behavior.,1
Just wanted to say this article was clearly a lot of work and it paid off.,0
your project is exactly what I needed. Really appreciate you posting this!,0
"Wow, this account make no sense and never will. Get lost.",1
this whole thread are pathetic and everyone knows it!!! delete your account already,1
"I think the new coffee shop made my day so much better, well done.",0
"lol this account make me sick, go touch grass",1
"Honestly the weather today is one of my new favorites, great job! for real.",0
Loved how your workout routine made my day so much better.,0
Really grateful for all the support this year.,0
Every single thing you post makes you look like a bigger idiot.,1
why do your opinion always think they matter? so annoying honestly.,1
why do this account always talk like this? so annoying,1
"Wow, this post are embarrassing yourself. Get lost.",1
"this post are worthless garbage. You're not fooling anyone, quit trying.",1
why do your logic always think they matter? so annoying,1
"Congrats on the new job, well deserved!",0
your workout routine was surprisingly good. Really appreciate you posting this!,0
your take on this should be ashamed. I hope you see this and feel bad.,1
"this video are too stupid to understand basic facts. You're not fooling anyone, quit trying.",1
this article made me smile. Thanks for taking the time to share.,0
you make me sick. I hope you see this and feel bad.,1
your logic are an actual moron. Do everyone a favor and stop posting.,1
"your argument are a disgrace. You're not fooling anyone, quit trying.",1
I can't believe your opinion need to shut up. Absolute clown behavior.,1
"lol your content are too stupid to understand basic facts, go touch grass for real.",1
"Honestly this song looks amazing, great job!",0
"your presentation was really helpful, thanks for sharing — can't wait to see more.",0
this post are pathetic and everyone knows it. Do everyone a favor and stop posting.,1
Does anyone know what time the event starts tomorrow?,0
the game last night really nailed the details. Would love to see a follow-up.,0
Loved how your project was surprisingly good.,0
"I think this song made me smile, well done.",0
this comment are a waste of space. Nobody asked for your input anyway.,1
